movieskey,moviename,deathcount,deathcomment
483,view to a kill,29,29 and 4 bitches banged
1179,vile,9,8 and a fetus
1141,village of the damned,4063,"4,054 people, 8 creepy alien kids and 1 stillborn alien baby"
1810,violet & daisy,20,20
1358,virginia,1,1
1654,wag the dog,4,4
1420,wake the witch,2,2
1610,waking madison,0,0
1980,walk of shame,0,0
2000,wanted,662,"158 people, 501 rats and 3 flies"
502,war inc,50,49 and a scorpion
1046,watchers,20,13 and 7 research animals
1018,watchmen,15000044,"15,000,040, a fetus, 2 dogs and Bubastyx (the genetically engineered tiger-lynx hybrid)"
1253,water for elephants,6,5 and a horse
2129,we are marshall,75,75
2142,we are what we are,9,"7, 1 dog and 1 baby deer"
1665,we need to talk about kevin,5,4 and a guinea pig
160,we were soldiers,1753,"1,753"
1016,weather man,1,1
1491,weirdsville,6,5 and a rat
2152,welcome to me,0,0
1399,were the millers,1,1 shark
269,wes cravens new nightmare,5,4 and Freddy again
192,wet hot american summer,2,2
1617,what doesnt kill you,0,0
1601,what dreams may come,4,4
415,what ever happened to baby jane?,3,"1, a bird and a rat"
1699,what planet are you from?,2,2
1400,what to expect when youre expecting,1,1 fetus
2033,what we do in the shadows,9,"6 people, 2 vampires and a chicken"
1607,whats eating gilbert grape,3,2 and a grasshopper
1763,where the wild things are,0,0
2119,while the children sleep aka the sitter,4,4
1941,whiplash,1,1
1949,white bird in a blizzrd,1,1
2032,white chicks,0,0
1428,white irish drinkers,1,1
2026,white rabbit,3,1 person and 2 rabbits
1737,white reindeer,1,1
636,whiteout,10,10
486,who framed roger rabbit,9,2 people and 7 toons
304,who is kk downey?,1,1
1848,why stop now,0,0
2043,wicked blood,9,9
2004,wild,2,1 mom and 1 horse
2049,wild at heart,9,8 and a fetus
2105,wild cherry,0,0
617,wild oranges,3,3
1875,wild things,3,3
798,willow,36,"33, plus 1 ""dog"" (looks more like a cross between a boar and a giant rat), 1 troll, and 1 two-headed beast "
1233,winters bone,4,4 squirrels
1775,winters tale,19,19
2124,wishful thinking,0,0
1104,wishmaster,1,1
1133,wishmaster 2: evil never dies,2,2
1138,wishmaster 3: beyond the gates of hell,8,8
1166,wishmaster 4: the prophecy fulfilled,8,7 and the Djinn
1994,wolf (1994),5,4 and a deer
1882,wolfcop,23,20 people and 3 shapeshifters
1257,wonder woman,96,"85, 2 fire breathing dragon dogs, 1 cyclops, 1 pegasus, 1 minotaur, 1 rat, 3 gargoyles, Deimos & Ares"
67,wonderland,4,4
1668,wont back down,0,0
1059,world unseen,1,1
1017,worlds greatest dad,1,1
1557,would you rather,9,9
1971,wreck-it ralph,10011,"2 and 10,009 Cy-Bugs"
1656,wreckage,8,7 and a dog
676,wristcutters: a love story,9,9
2,wrong turn,8,8
1927,wyrmwood: road of the dead,70,8 people and 62 infected
1080,x,5,5
1028,x-men,6,5 and a bird
449,x-men origins: wolverine,48,47 and a bear
1197,x-men: first class,64,62 people and 2 mutants
1276,x2,33,31 and 2 mutants
2058,yelling to the sky,1,1
1981,you dont know jack,130,130
435,you only live twice,77,77 and 3 bitches banged
592,young and innocent,1,1
1839,young frankenstein,0,0
596,young guns ii,21,21
1361,your highness,26,"22 people, a pixie, a minotaur, mother witch and Leezar"
941,youth in revolt,1,1
94,zodiac,3,3
2157,zombeavers,9,"2 people, 1 deer, 2 dogs, 3 Zombeavers and 1 infected Zombeaver chick"
4,zombie honeymoon,10,10
1952,zombie hunter,58,"4 people, 50 zombies, 1 cat and 3 out of place aliens"
350,zombie strippers,44,43 and a fly
566,zombieland,149,148 plus Bill Murray
627,zombies of mass destruction,34,34
611,zoolander,3,"3 really, really ridiculously good-looking models "
1463,zulu,372,"369 people, a cheetah, a gazelle and a cow"
