,moviename,BoxOffice,ProductionBudget,Genre,ReleaseDate,deathcount,deathcomment
1949,the wild,37384046.0,80000000.0,adventure,2006-04-14,1,1 wildebeest
1950,the wild bunch,509424.0,6000000.0,western,1969-06-18,1145,"138, 2 horses, 5 scorpions and 1,000 ants"
1954,the wizard of oz,33711566.0,2777000.0,musical,1939-08-25,2,2
1955,the wolfman,61979680.0,150000000.0,horror,2010-02-12,4,2 and 2 wolfmen
1956,the wolf of wall street,116900694.0,100000000.0,black comedy,2013-12-25,7,"5 people, a fish and a seagull"
1958,the wolverine,132556852.0,115000000.0,action,2013-07-26,39048,"39,046 plus a bear and a mutant"
1960,the woman in black,54333290.0,15000000.0,thriller/suspense,2012-02-03,8,8
1961,the world is not enough,126930660.0,135000000.0,action,1999-11-19,62,62 and 3 bitches banged
1962,the yards,882710.0,20000000.0,drama,2000-10-20,2,2
1966,there will be blood,40222514.0,25000000.0,drama,2007-12-26,12,5 and 7 quail
1968,things to do in denver when youre dead,529766.0,15000000.0,black comedy,1995-12-01,15,15
1969,thinner,15171475.0,14000000.0,horror,1996-10-25,6,6
1970,this is the end,101470202.0,32000000.0,comedy,2013-06-12,37,36 and a demon
1971,this is where i leave you,34296320.0,20000000.0,comedy,2014-09-19,0,0
1972,this means war,54760791.0,65000000.0,romantic comedy,2012-02-17,22,22
1973,thor,181030624.0,150000000.0,action,2011-05-06,148,"146, 1 Giant Ice Monster and 1 Destroyer"
1974,three kings,60652036.0,48000000.0,action,1999-10-01,22,21 and a cow
1976,thunderball,63600000.0,9000000.0,action,1965-12-29,45,"44, a shark, and 3 bitches got banged"
1980,time bandits,37400000.0,12000000.0,adventure,1981-11-06,1552,"37, plus 1 minotaur, 1 rat, 1 Evil Genius and everyone that died on the Titanic"
1982,tiny furniture,391674.0,50000.0,comedy,2010-11-12,1,1 hamster
1983,titanic,658672302.0,200000000.0,thriller/suspense,1997-12-19,1534,"1,522 and 12 dogs"
1987,tombstone,56505065.0,25000000.0,western,1993-12-25,31,31
1989,tomorrow never dies,125279326.0,110000000.0,action,1997-12-19,819,819 and 2 bitches banged
1990,tomorrowland,93436322.0,170000000.0,adventure,2015-05-22,22,"5 people, 16 AA units and 1 bird"
1995,total recall,108580729.0,65000000.0,action,1990-06-01,68,"49, plus 16 fish, 1 rat, 1 Jonny Cab and 1 three-breasted mutant hooker"
2000,traffic,124107476.0,48000000.0,drama,2000-12-27,7,7
2003,trainspotting,16501000.0,3100000.0,drama,1996-07-19,2,1 and a baby
2004,traitor,23530831.0,22000000.0,thriller/suspense,2008-08-27,63,63
2005,trance,2322593.0,16000000.0,thriller/suspense,2013-04-05,5,5
2006,transcendence,23022309.0,100000000.0,thriller/suspense,2014-04-18,17,17
2007,transformers,319071806.0,151000000.0,action,2007-07-02,2024,"2,019 humans, 1 Autobot, 3 Decepticons and 1 baby Decepticon"
2008,transformers: dark of the moon,352390543.0,195000000.0,action,2011-06-29,129069,"129,017 people, 34 Decepticons, 7 Autobots, 10 more robots and a bird"
2009,transformers: revenge of the fallen,402111870.0,210000000.0,action,2009-06-24,7071,"7,049 people, 14 Decepticons, 5 baby Decepticons, 1 Decepticon hatchling, 1 Autobot that used to be a Decepticon, and 1 goat"
2011,trapped,6916869.0,30000000.0,thriller/suspense,2002-09-20,1,1
2015,trees lounge,749741.0,1300000.0,drama,1996-10-11,1,1 and 0 motherfuckers
2016,tremors,16667084.0,10000000.0,action,1990-01-19,34,"9 people, 20 sheep, 1 horse, 4 graboids"
2027,tron,26918576.0,17000000.0,action,1982-07-09,29,"19 programs, 7 recognizers, 2 tanks and 1 master control program"
2028,tropic thunder,110461307.0,90000000.0,comedy,2008-08-13,4,"1, a bat, a panda and a Tivo"
2029,true grit,171050328.0,35000000.0,western,2010-12-22,14,11 and 3 horses
2030,true lies,146273950.0,100000000.0,action,1994-07-15,87,87
2031,true romance,12281000.0,12500000.0,thriller/suspense,1993-09-10,20,20
2033,tucker & dale vs evil,223838.0,5000000.0,black comedy,2011-09-30,14,14
2035,turistas,7027762.0,10000000.0,thriller/suspense,2006-12-01,10,10
2038,twelve monkeys,57097229.0,29000000.0,drama,1995-12-27,8,7 and a spider
2039,twilight,15030732.0,20000000.0,drama,1998-03-06,5,"2, a vampire and 2 deer"
2040,two brothers,18947630.0,72000000.0,drama,2004-06-25,2,2 tigers
2043,ultraviolet,18522064.0,30000000.0,action,2006-03-03,311,310 and an unborn child
2044,the unborn,42670410.0,16000000.0,horror,2009-01-09,7,7
2047,under the tuscan sun,43601508.0,18000000.0,comedy,2003-09-26,1,1 scorpion and a washing machine
2048,undercover brother,38230435.0,25000000.0,comedy,2002-05-31,8,8
2049,underworld,51970690.0,22000000.0,action,2003-09-19,45,"15 vampires, 29 lycan and one half lycan, half vampire fetus"
2050,unknown,63686397.0,40000000.0,thriller/suspense,2011-02-18,10,9 people and 2 taxis
2053,up,293004164.0,175000000.0,adventure,2009-05-29,2,2
2055,up in the air,83823381.0,30000000.0,drama,2009-12-04,1,1
2056,v for vendetta,70511035.0,50000000.0,action,2006-03-17,64,64
2058,valkyrie,83077762.0,90000000.0,thriller/suspense,2008-12-25,2015,2014 and a mosquito
2059,vampires suck,36661504.0,20000000.0,comedy,2010-08-18,8,7 and a cat
2060,vanilla sky,100614858.0,70000000.0,thriller/suspense,2001-12-14,1,1
2061,vanity fair,16123851.0,23000000.0,drama,2004-09-01,13302,2 and the Battle of Waterloo
2062,venom,881745.0,25000000.0,horror,2005-09-16,11,11
2063,veronica mars,3322127.0,6000000.0,drama,2014-03-14,2,2
2065,very bad things,9801782.0,10000000.0,black comedy,1998-11-25,6,6
2066,a view to a kill,49667091.0,30000000.0,action,1985-05-24,29,29 and 4 bitches banged
2071,wag the dog,43022524.0,15000000.0,drama,1997-12-25,4,4
2075,wanted,134327125.0,75000000.0,action,2008-06-27,662,"158 people, 501 rats and 3 flies"
2076,war inc,578527.0,10000000.0,black comedy,2008-05-23,50,49 and a scorpion
2078,watchmen,107509799.0,138000000.0,action,2009-03-06,15000044,"15,000,040, a fetus, 2 dogs and Bubastyx (the genetically engineered tiger-lynx hybrid)"
2079,water for elephants,58709717.0,38000000.0,drama,2011-04-22,6,5 and a horse
2080,we are marshall,43545364.0,65000000.0,drama,2006-12-22,75,75
2082,we need to talk about kevin,1738692.0,7000000.0,drama,2011-12-09,5,4 and a guinea pig
2083,we were soldiers,78120196.0,70000000.0,drama,2002-03-01,1753,"1,753"
2084,the weather man,12482775.0,20000000.0,drama,2005-10-28,1,1
2087,were the millers,150394119.0,37000000.0,comedy,2013-08-07,1,1 shark
2088,wes cravens new nightmare,17976855.0,8000000.0,horror,1994-10-14,5,4 and Freddy again
2091,what dreams may come,55350897.0,80000000.0,drama,1998-10-02,4,4
2093,what planet are you from?,6291602.0,50000000.0,comedy,2000-03-03,2,2
2094,what to expect when youre expecting,41152203.0,37500000.0,romantic comedy,2012-05-18,1,1 fetus
2096,whats eating gilbert grape,9170214.0,11000000.0,drama,1993-12-25,3,2 and a grasshopper
2097,where the wild things are,77233467.0,100000000.0,adventure,2009-10-16,0,0
2099,whiplash,13092006.0,3300000.0,drama,2014-10-10,1,1
2101,white chicks,69148997.0,20000000.0,comedy,2004-06-23,0,0
2105,whiteout,10275638.0,35000000.0,thriller/suspense,2009-09-11,10,10
2106,who framed roger rabbit?,151931137.0,70000000.0,comedy,1988-06-22,9,2 people and 7 toons
2110,wild,37880356.0,15000000.0,drama,2014-12-03,2,1 mom and 1 horse
2114,wild things,29753944.0,20000000.0,thriller/suspense,1998-03-20,3,3
2116,winters bone,6531503.0,2000000.0,drama,2010-06-11,4,4 squirrels
2117,winters tale,12600231.0,60000000.0,drama,2014-02-14,19,19
2126,wonderland,1060512.0,5500000.0,drama,2003-10-03,4,4
2127,wont back down,5310554.0,19000000.0,drama,2012-09-28,0,0
2129,worlds greatest dad,221805.0,10000000.0,black comedy,2009-08-21,1,1
2131,wreck-it ralph,189412677.0,165000000.0,adventure,2012-11-02,10011,"2 and 10,009 Cy-Bugs"
2133,wristcutters: a love story,446165.0,1000000.0,comedy,2007-10-19,9,9
2134,wrong turn,15417771.0,10000000.0,horror,2003-05-30,8,8
2137,x-men,157299717.0,75000000.0,action,2000-07-14,6,5 and a bird
2138,x-men origins: wolverine,179883157.0,150000000.0,action,2009-05-01,48,47 and a bear
2139,x-men: first class,146408305.0,160000000.0,action,2011-06-03,64,62 people and 2 mutants
2140,x2,214949694.0,125000000.0,action,2003-05-02,33,31 and 2 mutants
2143,you only live twice,43100000.0,9500000.0,action,1967-06-13,77,77 and 3 bitches banged
2145,young frankenstein,86300000.0,2800000.0,comedy,1974-12-15,0,0
2147,your highness,21596445.0,50000000.0,comedy,2011-04-08,26,"22 people, a pixie, a minotaur, mother witch and Leezar"
2148,youth in revolt,15285588.0,18000000.0,comedy,2010-01-08,1,1
2149,zodiac,33080084.0,85000000.0,thriller/suspense,2007-03-02,3,3
2154,zombieland,75590286.0,23600000.0,comedy,2009-10-02,149,148 plus Bill Murray
2156,zoolander,45172250.0,28000000.0,comedy,2001-09-28,3,"3 really, really ridiculously good-looking models "
