,moviename,BoxOffice,ProductionBudget,Genre,ReleaseDate,deathcount,deathcomment
1891,sucker punch,36392502.0,75000000.0,action,2011-03-25,1.0,1
1893,superman ii,101347629.0,54000000.0,adventure,1981-06-19,1.0,1 self aware supercomputer
1894,superman iv: the quest for peace,11227824.0,17000000.0,action,1987-07-24,1.0,Nuclear Man
1896,sweet home alabama,127214072.0,38000000.0,comedy,2002-09-27,1.0,1 mosquito
1897,swimming pool,10105505.0,7800000.0,thriller/suspense,2003-07-04,1.0,1
1900,tangled,200821936.0,260000000.0,adventure,2010-11-24,1.0,1
1901,thank you for smoking,24793509.0,7500000.0,black comedy,2006-03-17,1.0,1
1903,the best exotic marigold hotel,46383639.0,10000000.0,comedy,2012-05-04,1.0,1
1904,the best exotic marigold hotel,46383639.0,10000000.0,comedy,2012-05-04,1.0,1
1905,the big lebowski,17439163.0,15000000.0,comedy,1998-03-06,1.0,1
1907,the blind side,255959475.0,35000000.0,drama,2009-11-20,1.0,1
1908,the break-up,118703275.0,52000000.0,romantic comedy,2006-06-02,1.0,1 relationship
1909,the butterfly effect,57924679.0,13000000.0,thriller/suspense,2004-01-23,1.0,1 unborn child. Unless you watch the theatrical version and then it's ZERO.
1911,the chumscrubber,49526.0,6800000.0,drama,2005-08-05,1.0,1
1913,the dead girl,19875.0,3300000.0,thriller/suspense,2006-12-29,1.0,1
1914,the devil inside,53261944.0,1000000.0,horror,2012-01-06,1.0,1
1916,the family stone,60062868.0,18000000.0,comedy,2005-12-16,1.0,1
1919,the fast and the furious: tokyo drift,62514415.0,85000000.0,action,2006-06-16,1.0,1
1920,the game,48265581.0,50000000.0,thriller/suspense,1997-09-12,1.0,1
1922,the goods: live hard sell hard,15122676.0,10000000.0,comedy,2009-08-14,1.0,1
1924,the horse whisperer,75370763.0,60000000.0,drama,1998-05-15,1.0,1
1925,the invention of lying,18451251.0,18500000.0,comedy,2009-10-02,1.0,1
1927,the lake house,52330111.0,40000000.0,drama,2006-06-16,1.0,1
1932,the machinist,1082044.0,5000000.0,thriller/suspense,2004-10-22,1.0,1
1935,the muppet movie,76657000.0,8000000.0,comedy,1979-06-22,1.0,1 fly
1937,the odd life of timothy green,51853450.0,40000000.0,drama,2012-08-15,1.0,1
1940,the perks of being a wallflower,17742948.0,13000000.0,drama,2012-09-21,1.0,1
1941,the place beyond the pines,21403519.0,15000000.0,drama,2013-03-29,1.0,1
1942,the puffy chair,194523.0,15000.0,comedy,2006-06-02,1.0,1 puffy chair
1943,the quiet,381420.0,900000.0,drama,2006-08-25,1.0,1
1946,the santa clause,144700007.0,22000000.0,comedy,1994-11-11,1.0,1 Santa
1947,the sisterhood of night,6870.0,1000000.0,drama,2015-04-10,1.0,1
1948,the sisterhood of the traveling pants,39008741.0,25000000.0,drama,2005-06-01,1.0,1
1953,the wild,37384046.0,80000000.0,adventure,2006-04-14,1.0,1 wildebeest
1958,tiny furniture,391674.0,50000.0,comedy,2010-11-12,1.0,1 hamster
1961,trapped,6916869.0,30000000.0,thriller/suspense,2002-09-20,1.0,1
1963,trees lounge,749741.0,1300000.0,drama,1996-10-11,1.0,1 and 0 motherfuckers
1966,under the tuscan sun,43601508.0,18000000.0,comedy,2003-09-26,1.0,1 scorpion and a washing machine
1967,up in the air,83823381.0,30000000.0,drama,2009-12-04,1.0,1
1968,vanilla sky,100614858.0,70000000.0,thriller/suspense,2001-12-14,1.0,1
1970,the weather man,12482775.0,20000000.0,drama,2005-10-28,1.0,1
1971,were the millers,150394119.0,37000000.0,comedy,2013-08-07,1.0,1 shark
1972,what to expect when youre expecting,41152203.0,37500000.0,romantic comedy,2012-05-18,1.0,1 fetus
1973,whiplash,13092006.0,3300000.0,drama,2014-10-10,1.0,1
1980,worlds greatest dad,221805.0,10000000.0,black comedy,2009-08-21,1.0,1
1983,youth in revolt,15285588.0,18000000.0,comedy,2010-01-08,1.0,1
1985,13 going on 30,57139723.0,30000000.0,comedy,2004-04-23,0.0,0
1986,25th hour,13084595.0,4500000.0,drama,2002-12-19,0.0,0
1989,a beautiful mind,170708996.0,78000000.0,drama,2001-12-21,0.0,0
1990,a christmas story,20605209.0,3250000.0,comedy,1983-11-18,0.0,0
1992,admission,18007317.0,13000000.0,romantic comedy,2013-03-22,0.0,0
1998,bad words,7779614.0,10000000.0,comedy,2014-03-14,0.0,0
2000,being john malkovich,22858926.0,13000000.0,black comedy,1999-10-29,0.0,0
2002,black snake moan,9396870.0,15000000.0,drama,2007-03-02,0.0,no one died but Samuel L. Jackson graced us with 5 motherfuckers and 1 motherfucking
2003,boyhood,25379975.0,4000000.0,drama,2014-07-11,0.0,0
2008,compliance,319285.0,270000.0,drama,2012-08-17,0.0,0
2009,crazy stupid love,84351197.0,50000000.0,comedy,2011-07-29,0.0,0
2012,don jon,24477704.0,5500000.0,romantic comedy,2013-09-27,0.0,0
2014,draft day,28842237.0,25000000.0,drama,2014-04-11,0.0,0
2017,earth to echo,38934842.0,13000000.0,adventure,2014-07-02,0.0,0
2018,edge of tomorrow,100206256.0,178000000.0,action,2014-06-06,0.0,0
2019,eternal sunshine of the spotless mind,34366518.0,20000000.0,comedy,2004-03-19,0.0,0
2022,focus,53862963.0,65000000.0,romantic comedy,2015-02-27,0.0,0
2024,freaky friday,110222438.0,26000000.0,comedy,2003-08-06,0.0,0
2026,gentlemen broncos,113682.0,9500000.0,comedy,2009-10-30,0.0,0
2027,get hard,90411453.0,40000000.0,comedy,2015-03-27,0.0,0
2033,good will hunting,138339411.0,10000000.0,drama,1997-12-05,0.0,0
2035,hedwig and the angry inch,3067312.0,6000000.0,musical,2001-07-20,0.0,0
2036,her,25568251.0,23000000.0,drama,2013-12-18,0.0,0
2038,hit & run,13749300.0,22000000.0,comedy,2012-08-22,0.0,0
2039,hitch,177784257.0,55000000.0,romantic comedy,2005-02-11,0.0,0
2041,how the grinch stole christmas,260044825.0,123000000.0,comedy,2000-11-17,0.0,0
2042,identity thief,134506920.0,35000000.0,comedy,2013-02-08,0.0,0
2046,jeff who lives at home,4269426.0,10000000.0,comedy,2012-03-16,0.0,0
2049,jumanji,100109938.0,65000000.0,adventure,1995-12-15,0.0,0
2050,juno,143495265.0,7000000.0,comedy,2007-12-05,0.0,0
2051,kill the messenger,2450846.0,5000000.0,thriller/suspense,2014-10-10,0.0,0
2052,l!fe happens,30905.0,930000.0,comedy,2012-04-13,0.0,0
2054,legally blonde,96493426.0,18000000.0,comedy,2001-07-13,0.0,0
2056,lost in translation,44585453.0,4000000.0,drama,2003-09-12,0.0,0
2057,mallrats,2028211.0,6100000.0,comedy,1995-10-20,0.0,0
2058,mean girls,86047227.0,18000000.0,comedy,2004-04-30,0.0,0
2059,meet the fockers,279167575.0,60000000.0,comedy,2004-12-22,0.0,0
2060,meet the parents,166225040.0,55000000.0,comedy,2000-10-06,0.0,0
2064,mirror mirror,64935167.0,85000000.0,adventure,2012-03-30,0.0,0
2065,moneyball,75605492.0,50000000.0,drama,2011-09-23,0.0,0
2066,movie 43,8840453.0,10000000.0,comedy,2013-01-25,0.0,0
2069,mr popperss penguins,68224452.0,55000000.0,adventure,2011-06-17,0.0,0
2070,mrs doubtfire,218692701.0,25000000.0,comedy,1993-11-24,0.0,0
2071,my big fat greek wedding,241438208.0,5000000.0,romantic comedy,2002-04-19,0.0,0
2073,neighbors,150086800.0,18000000.0,comedy,2014-05-09,0.0,0
2074,next stop wonderland,3386698.0,1000000.0,romantic comedy,1998-08-21,0.0,0
2076,now you see me,117723989.0,75000000.0,thriller/suspense,2013-05-31,0.0,0
2077,observe and report,24007324.0,18000000.0,comedy,2009-04-10,0.0,0
2079,one hour photo,31597131.0,12000000.0,drama,2002-08-21,0.0,0
2080,people like us,12431792.0,16000000.0,drama,2012-06-29,0.0,0
2082,pitch perfect,65001093.0,17000000.0,comedy,2012-09-28,0.0,0
2083,police academy,81198894.0,4500000.0,comedy,1984-03-23,0.0,0
2084,pootie tang,3293258.0,3500000.0,comedy,2001-06-29,0.0,0
2087,rabbit hole,2229058.0,5000000.0,drama,2010-12-17,0.0,0
2091,saved!,8886160.0,5000000.0,comedy,2004-05-28,0.0,0
2096,showgirls,20170437.0,40000000.0,drama,1995-09-22,0.0,0
2097,silver linings playbook,132092958.0,21000000.0,drama,2012-11-16,0.0,0
2098,sleeper,18344729.0,2000000.0,comedy,1973-12-17,0.0,0
2099,something borrowed,39046489.0,35000000.0,romantic comedy,2011-05-06,0.0,0
2100,son of the mask,17018422.0,100000000.0,comedy,2005-02-18,0.0,0
2101,source code,54712227.0,32000000.0,thriller/suspense,2011-04-01,0.0,0
2102,stand by me,52287414.0,8000000.0,drama,1986-08-08,0.0,0
2103,star trek iv: the voyage home,107109310.0,24000000.0,adventure,1986-11-26,0.0,0
2107,tammy,84525432.0,20000000.0,comedy,2014-07-02,0.0,0
2111,the beaver,970816.0,21000000.0,comedy,2011-05-06,0.0,0
2113,the big wedding,21819348.0,32500000.0,romantic comedy,2013-04-26,0.0,0
2117,the cable guy,60154431.0,47000000.0,comedy,1996-06-14,0.0,0
2120,the guilt trip,37134215.0,40000000.0,comedy,2012-12-19,0.0,0
2121,the holiday,63224849.0,85000000.0,romantic comedy,2006-12-08,0.0,0
2124,the internship,44672764.0,58000000.0,comedy,2013-06-07,0.0,0
2129,the newton boys,10297897.0,27000000.0,drama,1998-03-27,0.0,0
2130,the other woman,83911193.0,40000000.0,comedy,2014-04-25,0.0,0
2131,the others,96522687.0,17000000.0,horror,2001-08-10,0.0,0
2132,the perfect host,48764.0,1000000.0,thriller/suspense,2011-07-01,0.0,0
2135,the princess bride,30857000.0,15000000.0,adventure,1987-09-25,0.0,0
2136,the pursuit of happyness,162586036.0,55000000.0,drama,2006-12-15,0.0,0
2138,the secret life of walter mitty,58236838.0,91000000.0,comedy,2013-12-25,0.0,0
2139,the truman show,125466701.0,60000000.0,drama,1998-06-05,0.0,0
2143,the vow,125014030.0,30000000.0,drama,2012-02-10,0.0,0
2145,this is where i leave you,34296320.0,20000000.0,comedy,2014-09-19,0.0,0
2151,where the wild things are,77233467.0,100000000.0,adventure,2009-10-16,0.0,0
2152,white chicks,69148997.0,20000000.0,comedy,2004-06-23,0.0,0
2156,wont back down,5310554.0,19000000.0,drama,2012-09-28,0.0,0
2157,young frankenstein,86300000.0,2800000.0,comedy,1974-12-15,0.0,0
